Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31,Yes,Travel_Rarely,249,Sales,6.0,4,Life Sciences,NO,163,2,Male,76,1,2,Sales Executive,3,Married,6172.0,20739,4,Y,Yes,18,3,2.0,80.0,0,12.0,3,2,7,7,7.0,7
26,No,Travel_Rarely,841,Research & Development,6.0,3,Other,1,164,3,Female,46,2,$1,Research Scientist,2,Married,2368.0,23300,1,Y,No,19,3,3.0,80.0,0,5.0,3,2,5,4,4.0,3
58,Yes,Travel_Rarely,147,Research & Development,23.0,4,Medical,1,165,4,Female,94,3,3,Healthcare Representative,4,Married,10312.0,3465,1,Y,No,12,3,4.0,80.0,1,40.0,3,2,40,10,15.0,6
19,Yes,Travel_Rarely,528,Sales,22.0,1,Marketing,1,167,4,Male,50,3,1,Sales Representative,3,Single,1675.0,26820,1,Y,Yes,19,3,4.0,80.0,0,0.0,2,2,0,0,missing,—
22,No,Travel_Rarely,594,Research & Development,2.0,1,Technical Degree,1,169,3,Male,100,3,1,Laboratory Technician,4,Married,2523.0,19299,0,Y,No,14,3,3.0,80.0,1,3.0,2,3,2,1,2.0,1
49,No,Travel_Rarely,470,Research & Development,20.0,4,Medical,yes,170,3,Female,96,3,2,Manufacturing Director,1,Married,6567.0,5549,1,Y,No,14,3,,,0,16.0,2,2,15,11,5.0,11
43,No,Travel_Frequently,957,Research & Development,,3,Medical,1,171,2,Female,72,4,1,Research Scientist,3,Single,4739.0,16090,4,Y,-1,NULL,3,,80.0,0,18.0,2,3,3,2,1.0,2
50,No,Travel_Frequently,809,Sales,12.0,1O0,Marketing,1,174,3,Female,77,3,3,Sales Executive,4,Single,9208.0,6645,4,Y,No,NULL,3,,80.0,0,16.0,3,3,2,2,2.0,1O0
31,Yes,Travel_Rarely,542,Sales,20.0,3,Life Sciences,1,175,2,Female,71,1,2,Sales Executive,3,Married,4559.0,24788,3,Y,Yes,11,3,3.0,80.0,1,4.0,not_a_date,3,2,2,2.0,2
41,No,Travel_Rarely,802,Sales,9.0,1,Life Sciences,1,176,3,Male,96,3,3,Sales Executive,3,Divorced,8189.0,21196,3,Y,Yes,13,3,3.0,80.0,1,12.0,2,3,9,7,0.0,7
26,No,Travel_Rarely,1355,Human Resources,,1,Life Sciences,1,177,3,Female,61,3,1,Human Resources,3,Married,2942.0,8916,1,Y,No,23,4,4.0,80.0,1,8.0,3,3,8,7,5.0,7
36,No,None,216,Research & Development,213.9574125419743,2,Medical,1,178,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941.0,2819,6,Y,No,20,4,4.0,,2,7.0,0,3,3,2,0.0,1
51,Yes,Travel_Frequently,1150,Research & Development,8.0,4,Life Sciences,1,179,1,Male,53,1,3,Manufacturing Director,4,Single,10650.0,25150,2,Y,No,abc,3,NULL,80.0,0,18.0,,3,4,2,0.0,3
39,No,Travel_Rarely,1329,Sales,,4,Life Sciences,1,182,4,Female,47,2,2,Sales Executive,3,Married,5902.0,14590,4,Y,No,14,-10.311442496481462,3.0,80.0,1,17.0,1,4,15,11,5.0,9
25,No,Travel_Rarely,959,Sales,28.0,3,Life Sciences,1,183,1,,41,2,2,Sales Executive,3,Married,8639.0,24835,2,Y,20220335,18,NULL,4.0,80.0,0,6.0,3,3,2,2,2.0,2
30,No,Travel_Rarely,1240,Human Resources,9.0,3,Human Resources,2,184,3,Male,48,3,2,Human Resources,4,Married,6347.0,13982,0,Y,Yes,19,3,4.0,80.0,0,12.0,2,1,11,9,4.0,7
-900.4730492883202,Yes,Travel_Rarely,1033,Research & Development,9.0,3,Medical,1,190,1,,41,3,1,Laboratory Technician,1,Single,4200.0,10224,7,Y,No,22,4,1.0,80.0,0,10.0,,4,5,4,0.0,4
45,No,Travel_Rarely,1316,Research & Development,29.0,3,Medical,1,192,3,maybe,83,3,1,N.A.,4,Single,3452.0,9752,5,Y,No,13,3,2.0,80.0,0,9.0,2,2,6,5,0.0,3
38,No,Travel_Rarely,364,Research & Development,3.0,5,Technical Degree,1,193,4,Female,32,3,2,Research Scientist,3,Single,4317.0,2302,3,Y,Yes,20,4,2.0,80.0,0,19.0,2,3,3,2,2.0,2
30,No,Travel_Rarely,438,Research & Development,18.0,3,Life Sciences,1,194,1,Female,75,3,1,Research Scientist,3,Single,2632.0,23910,1,Y,No,14,3,3.0,80.0,0,5.0,4,2,5,4,0.0,4
32,No,Travel_Frequently,689,Sales,9.0,2,Medical,1,195,4,Male,35,1,2,Sales Executive,4,Divorced,4668.0,22812,0,Y,No,17,3,4.0,80.0,3,9.0,2,4,8,7,0.0,7
30,No,Travel_Rarely,201,Research & Development,5.0,3,Technical Degree,1,197,4,Female,84,3,1,Research Scientist,1,Divorced,3204.0,10415,5,Y,No,14,3,4.0,80.0,1,8.0,,3,3,2,,2
-1240.3632394030194,No,Travel_Rarely,1427,Research & Development,2.0,1,Medical,1,198,2,,35,2,1,Laboratory Technician,4,Single,2720.0,11162,0,Y,No,13,3,4.0,80.0,0,6.0,3,3,5,3,1.0,2
41,No,Travel_Frequently,857,Research & Development,10.0,3,Life Sciences,1,199,4,Male,91,2,4,Manager,1,Divorced,,12888,4,Y,No,13,3,2.0,80.0,1,21.0,2,2,7,6,7.0,7
41,No,Travel_Rarely,933,Research & Development,,4,Life Sciences,1,200,3,Male,94,3,1,Laboratory Technician,1,Married,2238.0,6961,2,Y,No,21,4,,80.0,1,7.0,2,3,5,0,1.0,4
19,No,Travel_Rarely,1181,Research & Development,3.0,1,Medical,1,201,2,Female,79,3,1,Laboratory Technician,2,Single,1483.0,16102,1,,No,14,3,4.0,80.0,0,1.0,3,3,1,0,1O0,0
-2123.4650128374274,No,Travel_Frequently,1395,Research & Development,26.0,3,Medical,1,202,2,Female,54,3,2,Research Scientist,2,Divorced,5605.0,8504,1,Y,No,11,3,1.0,80.0,1,20.0,2,3,20,7,2.0,66.99472978522027
35,No,Travel_Rarely,662,Sales,1.0,5,Marketing,1,204,3,False,94,3,3,Sales Executive,2,Married,7295.0,11439,1,Y,No,13,3,1.0,80.0,2,10.0,3,3,10,8,,6
53,No,Travel_Rarely,1436,,6.0,2,Marketing,yes,205,2,Male,34,3,2,Sales Representative,3,Married,2306.0,16047,2,Y,Yes,20,4,,80.0,1,13.0,3,1,7,7,4.0,5
45,No,Travel_Rarely,194,Research & Development,9.0,-57.99692989910771,Life Sciences,1,206,2,Unknown,60,3,2,Laboratory Technician,2,Divorced,2348.0,10901,8,Y,No,18,3,,80.0,1,20.0,2,1,17,9,0,15
32,No,,967,Sales,8.0,3,,1,207,2,Female,43,3,—,Sales Executive,4,Single,8998.0,15589,1,Y,No,14,3,,80.0,0,9.0,2,3,9,8,3.0,7
29,No,Non-Travel,1496,Research & Development,1.0,1,Technical Degree,1,208,4,Male,41,3,2,Manufacturing Director,3,Married,4319.0,26283,1,Y,No,13,3,1.0,80.0,1,10.0,1,3,10,7,0.0,9
51,No,Travel_Rarely,1169,Research & Development,7.0,4,Medical,1,211,2,Male,34,2,2,Manufacturing Director,3,Married,6132.0,13983,2,Y,No,17,3,3.0,80.0,0,10.0,2,3,1,0,0.0,0
58,No,Travel_Rarely,1145,Research & Development,9.0,3,Medical,1,214,2,Female,75,2,1,Research Scientist,2,Married,3346.0,11873,4,Y,Yes,20,4,2.0,80.0,1,9.0,3,2,1,0,0.0,0
40,,Travel_Rarely,630,Sales,4.0,4,Marketing,1,215,3,Male,67,2,3,Sales Executive,4,Married,10855.0,8552,7,Y,No,11,3,1.0,,1,15.0,2,2,12,11,2.0,11
34,No,Travel_Frequently,303,Sales,2.0,4,Marketing,1,216,3,maybe,75,3,1,Sales Representative,3,Married,2231.0,11314,6,Y,No,18,3,4.0,80.0,1,6.0,3,3,4,3,1.0,2
22,No,Travel_Rarely,1256,Research & Development,19.0,1,Medical,1,217,3,Male,80,3,1,Research Scientist,4,Married,2323.0,11992,1,Y,No,24,4,1.0,80.0,2,2.0,6,3,2,2,2.0,2
27,No,Non-Travel,691,Research & Development,9.0,3,Medical,1,218,4,Male,57,3,1,Research Scientist,2,0,2024.0,5970,6,Y,No,18,3,4.0,80.0,1,6.0,2021/99/01,1,2,2,$2,2
28,No,Travel_Rarely,440,Research & Development,21.0,3,Medical,1,221,3,Male,42,3,1,Research Scientist,4,Married,2713.0,6672,1,Y,No,11,3,3.0,,1,5.0,2,1,5,2,0.0,2
missing,No,Travel_Rarely,334,Research & Development,24.0,2,Life Sciences,1,223,3,Male,83,4,€2.500,Healthcare Representative,4,Divorced,9439.0,23402,3,Y,Yes,16,3,2.0,80.0,1,12.0,2,1,5,3,1.0,4
27,No,Non-Travel,1450,Research & Development,3.0,3,Medical,False,224,3,Male,79,2,1,Research Scientist,3,Divorced,2566.0,25326,1,Y,not_a_date,15,3,4.0,80.0,1,1.0,2,2,1,1,0.0,1
50,No,Travel_Rarely,1452,Research & Development,11.0,3,Ninguno,False,226,3,,53,3,5,Manager,2,Single,19926.0,17053,3,Y,No,15,3,56.4164648082897,80.0,0,21.0,5,3,5,4,4.0,4
41,No,Travel_Rarely,465,Research & Development,14.0,3,Life Sciences,1,227,1,Male,56,3,1,Research Scientist,3,Divorced,2451.0,4609,4,Y,No,12,3,1.0,80.0,1,13.0,2021/99/01,3,9,8,1.0,8
30,No,Travel_Rarely,1339,Sales,5.0,3,Life Sciences,1,228,2,Female,41,3,3,Sales Executive,4,Married,9419.0,8053,2,Y,No,12,3,70.73763882555153,80.0,1,12.0,2,3,10,9,7.0,4
38,No,,702,Sales,1.0,4,Life Sciences,1,230,1,Female,59,2,2,Sales Executive,4,Single,8686.0,12930,4,Y,No,22,4,3.0,80.0,0,12.0,2,4,8,3,0.0,7
32,,Travel_Rarely,120,Research & Development,6.0,5,,1,231,3,Male,43,3,1,Research Scientist,3,Single,3038.0,12430,3,N.A.,No,20,4,1.0,80.0,0,,2,3,5,4,1.0,4
27,No,Travel_Rarely,1157,Research & Development,17.0,3,Technical Degree,1,233,3,Male,51,3,1,Research Scientist,2,Married,3058.0,13364,0,Y,Yes,16,3,4.0,80.0,1,6.0,3,2,5,2,1.0,1
19,Yes,Travel_Frequently,602,Sales,1.0,1,Technical Degree,1,235,3,Female,100,1,1,Sales Representative,1,Single,2325.0,"$20,989",0,Y,No,21,4,1.0,80.0,0,1.0,5,4,0,0,0.0,0
36,No,Travel_Frequently,1480,Research & Development,3.0,2,Medical,1,238,4,,30,3,1,Laboratory Technician,2,Single,2088.0,15062,4,Y,,12,3,3.0,80.0,0,13.0,3,2,8,7,7.0,2
30,,Non-Travel,111,,-744.598949080412,3,Medical,1,239,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072.0,11012,1,NULL,No,11,3,3.0,80.0,2,12.0,4,3,12,9,6.0,10
45,No,Travel_Rarely,1268,Sales,4.0,2,Life Sciences,1,240,3,Female,30,3,2,Sin dato,1,Divorced,5006.0,6319,4,Y,2021/99/01,11,3,1.0,80.0,1,9.0,3,4,5,4,,3
56,No,Travel_Rarely,713,Research & Development,,3,Life Sciences,1,241,3,Female,67,3,1,Research Scientist,1,Divorced,4257.0,13939,4,Y,Yes,18,3,3.0,80.0,1,19.0,3,3,2,2,2.0,2
33,No,Travel_Rarely,134,Research & Development,2.0,3,Life Sciences,1,242,3,Male,90,3,1,None,4,Single,,10515,0,Y,No,14,3,1.0,80.0,0,4.0,2,4,3,1,0.0,2
19,Yes,Travel_Rarely,303,Research & Development,2.0,3,Life Sciences,1,243,2,Male,47,2,1,Laboratory Technician,4,Single,,"9,241",1,Y,No,22,4,3.0,80.0,0,1.0,3,2,1,0,1.0,0
46,No,Travel_Rarely,526,Sales,1.0,2,Marketing,1,244,2,Female,92,3,3,Sales Executive,1,Divorced,10453.0,2137,1,Y,No,25,4,3.0,80.0,3,24.0,2,3,24,13,15.0,7
38,No,Travel_Rarely,1380,Research & Development,9.0,2,Ninguno,1,245,3,Female,75,3,1,Laboratory Technician,4,,2288.0,6319,1,Y,2020-13-40,12,,3.0,80.0,0,2.0,3,3,2,2,1O0,1
31,No,na,140,Research & Development,12.0,1,Medical,1,246,3,Female,95,3,1,Research Scientist,4,Married,3929.0,6984,8,Y,Yes,23,4,3.0,80.0,1,7.0,0,3,4,2,-111.59276976111512,2
34,No,Travel_Rarely,629,Research & Development,27.0,2,Medical,NO,247,4,Female,95,3,1,Research Scientist,2,Single,2311.0,5711,2,Y,No,15,3,4.0,80.0,0,9.0,3,3,3,2,1.0,2
41,Yes,NULL,1356,Sales,20.0,2,Marketing,1,248,2,Female,70,3,1,Sales Representative,2,Single,3140.0,21728,1,Y,Yes,22,4,4.0,80.0,0,4.0,5,2,4,3,0.0,2
50,No,Travel_Rarely,328,,1.0,3,Medical,1,249,3,Male,86,2,None,Laboratory Technician,3,Married,3690.0,3425,2,Y,No,15,3,4.0,80.0,1,,2,2,3,2,0.0,2
53,No,Travel_Rarely,1084,Research & Development,13.0,2,Medical,1,250,4,Female,57,4,-6.05138316190294,Manufacturing Director,1,Divorced,,26250,1,Y,No,11,3,3.0,80.0,2,5.0,3,3,4,2,1.0,3
?,,Travel_Rarely,931,Research & Development,14.0,3,Medical,1,252,4,Female,72,3,1,Research Scientist,2,Married,2756.0,4673,1,Y,No,13,3,4.0,80.0,1,8.0,5,3,8,7,1.0,6
40,,Travel_Rarely,989,Research & Development,4.0,1,Medical,1,253,4,Female,46,3,5,Manager,3,Married,19033.0,-88762.95425261612,1,Y,,14,3,2.0,80.0,1,,2,3,20,8,9.0,9
55,No,Travel_Rarely,692,,14.0,4,Medical,1,254,3,Male,61,4,5,Research Director,2,Single,18722.0,13339,8,Y,No,11,3,4.0,80.0,0,36.0,3,3,24,15,2.0,15
34,No,Travel_Frequently,1069,Research & Development,2.0,1,Life Sciences,1,256,4,Male,45,2,2,Manufacturing Director,3,Married,9547.0,14074,1,Y,,17,3,50.725760776987585,80.0,0,10.0,2,2,10,9,1.0,9
$51,No,Travel_Rarely,313,Research & Development,3.0,3,Medical,1,258,4,Female,98,3,4,Healthcare Representative,2,Single,13734.0,7192,3,Y,,18,3,3.0,80.0,0,21.0,6,3,7,7,1.0,0
52,No,Travel_Rarely,699,Research & Development,1.0,4,Life Sciences,1,259,3,Male,65,2,5,Manager,3,Married,19999.0,5678,0,Y,No,14,3,1.0,80.0,1,34.0,5,3,33,18,11.0,9
27,No,Travel_Rarely,894,Research & Development,9.0,3,Medical,TRUE,260,4,Female,99,3,1,Research Scientist,2,Single,2279.0,11781,1,Y,maybe,16,3,4.0,80.0,0,7.0,2,2,7,7,0.0,3
35,Yes,Travel_Rarely,556,Research & Development,870.5678513021662,2,Life Sciences,1,261,2,Male,50,2,2,Manufacturing Director,3,Married,5916.0,15497,3,Y,Yes,-872.3292123639965,3,1.0,80.0,0,8.0,1,3,1,0,0.0,1
43,No,Non-Travel,1344,Research & Development,7.0,3,Medical,1,262,4,Unknown,37,4,1,Research Scientist,4,Divorced,2089.0,5228,4,Y,No,14,3,N/A,80.0,3,7.0,3,4,5,4,2.0,2
45,No,Non-Travel,1195,,2.0,2,Medical,1,264,1,Male,65,2,4,Manager,4,Married,16792.0,20462,9,Y,No,23,4,4.0,80.0,1,22.0,1,3,20,8,11.0,8
37,No,Travel_Rarely,290,Research & Development,21.0,3,Life Sciences,1,267,2,Male,65,4,1,Research Scientist,1,,,22977,1,Y,Yes,12,3,1.0,80.0,1,8.0,3,2,8,7,1.0,7
35,No,Travel_Frequently,138,Research & Development,2.0,3,Medical,1,269,2,Female,37,3,2,Laboratory Technician,2,Single,4425.0,15986,5,Y,No,-537.6824148543085,3,NULL,80.0,0,10.0,5,3,6,2,1.0,2
42,,Non-Travel,926,Research & Development,N/A,2,Medical,1,270,3,Sin dato,36,3,2,Manufacturing Director,3,Divorced,5265.0,16439,2,Y,No,16,3,2.0,80.0,1,11.0,5,3,5,3,0.0,"3,14"
38,No,Travel_Rarely,1261,Research & Development,2.0,4,Life Sciences,1,271,4,Male,88,3,2,Manufacturing Director,3,Married,6553.0,7259,9,Y,2022-00-10,14,3,2.0,80.0,0,14.0,3,3,1,0,0.0,0
38,No,Travel_Rarely,1084,Research & Development,29.0,3,Technical Degree,1,273,4,Male,54,3,2,Manufacturing Director,4,Married,6261.0,4185,3,Y,No,18,3,1.0,,1,9.0,3,1,7,7,1.0,7
27,,Travel_Frequently,472,Research & Development,1.0,NaN,Technical Degree,1,274,3,Male,60,2,2,Manufacturing Director,1,Married,4298.0,9679,5,Y,No,19,3,3.0,80.0,1,6.0,1,3,2,2,2,0
49,No,Non-Travel,1002,Research & Development,18.0,4,Life Sciences,1,275,4,Male,92,3,2,Manufacturing Director,4,Divorced,6804.0,23793,1,Y,Yes,15,3,1.0,80.0,2,7.0,0,3,7,7,1.0,7
34,No,Travel_Frequently,878,Research & Development,10.0,4,Medical,1,277,4,Male,43,3,1,,3,Divorced,3815.0,5972,1,Y,Yes,17,3,4.0,80.0,1,5.0,4,4,5,3,2.0,0
40,No,N.A.,905,Research & Development,19.0,2,Medical,1,281,3,Male,99,3,2,Laboratory Technician,4,Married,2741.0,16523,8,Y,Yes,15,3,3.0,80.0,1,15.0,2,4,7,2,3.0,7
38,Yes,Travel_Rarely,1180,Research & Development,29.0,1,Medical,1,282,2,Male,70,3,2,Healthcare Representative,1,Married,6673.0,11354,7,Y,Yes,19,3,2.0,80.0,0,17.0,2,3,1,0,0.0,NULL
29,Yes,Travel_Rarely,121,Sales,27.0,3,Marketing,1,283,2,Female,35,3,3,Sales Executive,4,Married,7639.0,24525,1,Y,No,22,4,4.0,80.0,3,10.0,3,2,10,4,1.0,9
22,No,Travel_Rarely,1136,Research & Development,5.0,3,Life Sciences,1,284,4,Male,60,4,1,Research Scientist,2,Divorced,2328.0,12392,1,Y,Yes,16,N/A,1.0,80.0,1,4.0,2,2,4,2,2.0,2
36,No,Travel_Frequently,635,Research & Development,18.0,1,Medical,1,286,2,Female,73,3,-121.43855756544849,Laboratory Technician,4,Single,2153.0,7703,1,Y,No,13,3,1.0,80.0,0,8.0,2,3,8,1,1.0,7
error,No,Non-Travel,1151,Research & Development,9.0,5,Life Sciences,1,287,4,Male,63,2,2,Healthcare Representative,4,Married,4876.0,14242,9,Y,No,14,3,4.0,80.0,1,5.0,5,1,3,2,0.0,2
-209.16032148625402,No,Travel_Rarely,644,Research & Development,1.0,"1.234,56",Medical,1,288,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396.0,12368,7,Y,No,16,3,3.0,80.0,1,17.0,,3,4,2,0.0,3
,Yes,Travel_Rarely,1045,Sales,4.0,4,Medical,1,291,4,-1,32,1,3,Sales Executive,4,Married,10400.0,25812,1,Y,2021/99/01,11,3,3.0,80.0,0,14.0,2,2,14,8,9.0,8
30,No,Non-Travel,829,Research & Development,1.0,1,Life Sciences,1,292,3,Male,88,2,3,Manufacturing Director,3,Single,8474.0,20925,1,Y,No,22,3,3.0,80.0,0,12.0,2,3,11,8,5.0,8
27,Ninguno,Travel_Frequently,1242,Sales,20.0,3,Life Sciences,1,293,4,Female,90,3,2,N.A.,3,Single,9981.0,12916,1,Y,No,14,3,4.0,80.0,0,7.0,2,3,7,7,0.0,7
51,Unknown,Travel_Rarely,1469,Research & Development,168.79307562115264,4,Life Sciences,1,296,2,Male,81,2,3,Research Director,2,Married,12490.0,15736,5,Y,No,16,3,4.0,80.0,2,16.0,5,1,10,9,4.0,7
30,Yes,Travel_Rarely,1005,,3.0,3,Technical Degree,1,297,4,Female,88,3,1,Research Scientist,1,Single,2657.0,8556,5,Y,Yes,11,3,3.0,80.0,0,8.0,5,3,5,2,0.0,4
41.0%,No,Travel_Rarely,896,Sales,6.0,3,Life Sciences,maybe,298,4,-1,75,3,3,Manager,4,Single,13591.0,14674,3,Y,Yes,18,3,3.0,80.0,0,16.0,3,3,1,0,,0
30,,Travel_Frequently,334,Sales,,4,Marketing,1,299,3,Female,52,2,2,Sales Executive,1,Single,6696.0,22967,5,NULL,No,1O0,3,3.0,80.0,0,9.0,5,2,6,3,0.0,1
29,Yes,Travel_Rarely,992,Research & Development,NaN,3,Technical Degree,1,300,3,Male,85,3,NULL,Research Scientist,3,Single,2058.0,1O0,0,Y,No,14,3,4.0,80.0,0,7.0,1,2,6,2,1.0,5
45,No,Non-Travel,1052,Sales,6.0,3,Medical,1,302,4,Female,57,2,3,Sales Executive,4,Single,8865.0,16840,6,Y,,12,3,,80.0,0,23.0,2,3,19,7,12.0,8
54,,Travel_Rarely,1147,Sales,3.0,3,Marketing,1,303,4,Female,52,3,2,Sales Executive,1,Married,5940.0,17011,2,Y,2022-00-10,14,3,4.0,80.0,1,16.0,4,3,6,2,0.0,5
36,No,Travel_Rarely,1396,Research & Development,5.0,2,Life Sciences,1,304,4,Male,62,3,2,Laboratory Technician,2,Single,5914.0,9945,8,Y,No,16,3,4.0,80.0,0,16.0,3,4,13,11,3.0,7
33,No,Travel_Rarely,147,Research & Development,4.0,4,Medical,1,305,3,Female,47,2,1,Research Scientist,2,Married,2622.0,13248,6,Y,No,21,4,4.0,80.0,0,7.0,3,3,3,2,1.0,1
37,No,Travel_Frequently,663,,11.0,3,Other,1,306,2,Male,47,3,3,Research Director,4,Divorced,12185.0,10056,1,Y,Yes,14,3,3.0,,3,10.0,1,3,10,8,0.0,7
38,No,Travel_Rarely,119,Sales,3.0,3,Life Sciences,1,307,1,Male,76,3,3,Sales Executive,3,Divorced,10609.0,,0,,No,12,3,3.0,80.0,2,17.0,,2,16,10,,13
31,,Non-Travel,979,Research & Development,1.0,error,Medical,1,308,3,Male,90,1,2,Manufacturing Director,3,Married,4345.0,4381,0,Y,No,12,3,4.0,80.0,1,6.0,2,3,5,4,1.0,4
59,No,Travel_Rarely,142,,3.0,3,Life Sciences,1,309,3,Male,70,2,1,Research Scientist,4,Unknown,2177.0,8456,3,Y,No,17,3,1.0,80.0,1,7.0,6,3,1,0,0.0,0
37,,Travel_Frequently,319,Sales,4.0,4,Marketing,1,311,1,Male,41,3,1,Sales Representative,4,Divorced,2793.0,2539,4,,No,17,3,3.0,,1,13.0,2,3,9,8,5.0,8
29,No,Travel_Frequently,1413,Sales,1.0,1,Medical,1,312,2,Female,42,3,3,0,4,Married,7918.0,6599,1,Y,No,14,3,4.0,80.0,1,11.0,5,3,11,10,4.0,1
35,No,Travel_Frequently,944,Sales,1.0,3,Marketing,1,314,3,Female,92,3,-81.36132265447881,Sales Executive,3,Single,8789.0,9096,1,Y,No,14,3,1.0,80.0,0,10.0,3,4,10,7,0.0,8
29,Yes,Travel_Rarely,896,Research & Development,18.0,1,Medical,1,315,3,Male,86,2,1,Research Scientist,4,Single,2389.0,14961,1,Y,Yes,13,3,,80.0,0,4.0,3,2,4,3,0.0,1
52,No,Travel_Rarely,1323,Research & Development,,3,Life Sciences,-1,316,3,Female,89,2,1,Laboratory Technician,4,???,3212.0,3300,7,Y,No,15,3,2.0,80.0,0,6.0,3,2,2,2,2.0,2
42,No,,532,Research & Development,4.0,2,Technical Degree,1,319,3,Male,58,3,5,Manager,4,Married,19232.0,4933,1,Y,No,11,3,4.0,80.0,0,22.0,3,3,22,17,11.0,15
59,na,Travel_Rarely,818,Human Resources,,1O0,Medical,1,321,2,Male,52,3,1,Human Resources,3,Married,2267.0,NULL,8,Y,No,17,3,4.0,80.0,0,7.0,2,2,2,2,2.0,2
50,No,Travel_Rarely,854,Sales,1.0,4,Medical,1,323,4,Female,68,3,5,,4,Divorced,,24118,3,Y,No,11.0%,3,3.0,80.0,1,32.0,3,2,7,0,0.0,6
33,Yes,Travel_Rarely,813,Research & Development,14.0,3,Medical,1,325,3,,58,3,1,Laboratory Technician,4,Married,2436.0,22149,5,Y,Yes,13,3,3.0,80.0,1,8.0,2,1,5,4,0.0,4
43,No,Travel_Rarely,1034,Sales,16.0,3,Marketing,1,327,4,Female,80,3,4,Manager,4,Married,16064.0,7744,5,Y,Yes,22,4,3.0,80.0,1,22.0,3,3,17,13,,9
33,Yes,Travel_Rarely,465,Research & Development,2.0,2,,1,328,1,Female,39,3,1,Laboratory Technician,1,Married,2707.0,21509,7,Y,No,20,4,1.0,80.0,0,13.0,3,4,9,7,1.0,7
52,,Non-Travel,771,,2.0,NULL,Life Sciences,1,329,1,Male,79,2,-157.6090792470236,Manager,3,Single,19068.0,21030,1,Y,Yes,18,3,4.0,80.0,0,33.0,2,4,33,7,15.0,12
32,No,Travel_Rarely,1401,Sales,4.0,2,Life Sciences,1,330,3,???,56,3,1,Sales Representative,2,Married,3931.0,20990,2,Y,No,11,3,1.0,80.0,1,6.0,5,3,4,3,1.0,2
32,Yes,Travel_Rarely,515,Research & Development,1.0,3,Life Sciences,1,331,4,Male,62,2,1,Laboratory Technician,3,Single,3730.0,9571,0,Y,Yes,14,3,4.0,80.0,0,4.0,2020-13-40,1,3,2,1.0,2
39,No,Travel_Rarely,1431,,1.0,4,Medical,1,332,3,,96,3,1,Laboratory Technician,3,Divorced,2232.0,15417,7,Y,No,14,3,3.0,80.0,3,7.0,1,3,3,2,1.0,2
32,No,Non-Travel,976,Sales,26.0,4,Marketing,1,333,3,Male,100,3,2,Sales Executive,4,Married,4465.0,12069,0,Y,No,18,3,1.0,80.0,0,4.0,2,3,3,2,,2
41,No,Travel_Rarely,1411,Research & Development,19.0,2,Life Sciences,1,334,3,Male,36,3,2,Research Scientist,1,Divorced,3072.0,19877,2,,No,16,3,1.0,80.0,2,17.0,2,2,1,0,0.0,0
40,,Travel_Rarely,1300,None,24.0,2,Technical Degree,1,335,1,Male,62,3,2,Research Scientist,4,Divorced,3319.0,24447,1,Y,No,17.0%,3,1.0,80.0,2,9.0,3,3,9,8,4.0,7
45,No,Travel_Rarely,252,Research & Development,1.0,3,Other,1,336,3,Male,70,4,5,Manager,4,Married,19202.0,NULL,0,Y,No,11,3,0.9360265360514264,80.0,1,25.0,2,3,24,0,1.0,7
31,No,Travel_Frequently,1327,Research & Development,3.0,4,Medical,1,337,2,Male,73,3,3,Research Director,3,Divorced,13675.0,13523,9,Y,No,12,3,1O0,80.0,1,9.0,3,3,2,2,2.0,2
33,No,Travel_Rarely,832,Research & Development,5.0,4,Life Sciences,1,338,3,Female,63,2,1,Research Scientist,4,Married,2911.0,14776,1,Y,,13,3,3.0,80.0,1,2.0,2,2,2,2,,?
34,No,Travel_Rarely,470,,2.0,4,Life Sciences,1,339,4,Male,84,2,2,Unknown,1,Married,5957.0,23687,6,Unknown,No,13,3,2.0,80.0,1,13.0,3,3,11,9,5.0,9
37,No,Travel_Rarely,1017,Research & Development,1.0,2,Medical,1,340,3,NO,83,2,missing,Research Scientist,1,Married,3920.0,18697,2,,No,14,3,1.0,80.0,1,17.0,2,2,3,1,0.0,2
45,,Travel_Frequently,1199,Research & Development,7.0,4,,1,341,1,Male,77,4,2,Manufacturing Director,3,Married,6434.0,5118,4,Y,No,17,3,,80.0,1,9.0,1,3,3,2,0.0,2
37,Yes,Travel_Frequently,504,Research & Development,10.0,3,Medical,1,342,1,Male,61,3,3,0,3,,10048.0,22573,6,Y,No,11,3,2.0,80.0,2,17.0,5,3,1,0,None,0
39,No,Travel_Frequently,505,Research & Development,2.0,4,Technical Degree,1,343,3,Female,64,3,3,Healthcare Representative,3,Single,10938.0,6420,0,Y,maybe,25,4,,80.0,0,20.0,1,3,19,6,11.0,8
